"human" "cell_type1"
"human4_lib1.final_cell_0321" 4 "beta"
"human4_lib1.final_cell_0322" 4 "beta"
"human4_lib1.final_cell_0323" 4 "activated_stellate"
"human4_lib1.final_cell_0324" 4 "ductal"
"human4_lib1.final_cell_0325" 4 "beta"
"human4_lib1.final_cell_0326" 4 "epsilon"
"human4_lib1.final_cell_0327" 4 "alpha"
"human4_lib1.final_cell_0328" 4 "gamma"
"human4_lib1.final_cell_0329" 4 "gamma"
"human4_lib1.final_cell_0330" 4 "beta"
"human4_lib1.final_cell_0331" 4 "gamma"
"human4_lib1.final_cell_0332" 4 "alpha"
"human4_lib1.final_cell_0333" 4 "alpha"
"human4_lib1.final_cell_0334" 4 "beta"
"human4_lib1.final_cell_0335" 4 "alpha"
"human4_lib1.final_cell_0336" 4 "ductal"
"human4_lib1.final_cell_0337" 4 "delta"
"human4_lib1.final_cell_0338" 4 "alpha"
"human4_lib1.final_cell_0339" 4 "beta"
"human4_lib1.final_cell_0340" 4 "beta"
"human4_lib1.final_cell_0341" 4 "alpha"
"human4_lib1.final_cell_0342" 4 "beta"
"human4_lib1.final_cell_0343" 4 "ductal"
"human4_lib1.final_cell_0344" 4 "alpha"
"human4_lib1.final_cell_0345" 4 "alpha"
"human4_lib1.final_cell_0346" 4 "ductal"
"human4_lib1.final_cell_0347" 4 "delta"
"human4_lib1.final_cell_0348" 4 "beta"
"human4_lib1.final_cell_0349" 4 "macrophage"
"human4_lib1.final_cell_0350" 4 "alpha"
"human4_lib1.final_cell_0351" 4 "ductal"
"human4_lib1.final_cell_0352" 4 "beta"
"human4_lib1.final_cell_0353" 4 "alpha"
"human4_lib1.final_cell_0354" 4 "activated_stellate"
"human4_lib1.final_cell_0355" 4 "ductal"
"human4_lib1.final_cell_0356" 4 "beta"
"human4_lib1.final_cell_0357" 4 "alpha"
"human4_lib1.final_cell_0358" 4 "beta"
"human4_lib1.final_cell_0359" 4 "beta"
"human4_lib1.final_cell_0360" 4 "ductal"
"human4_lib1.final_cell_0361" 4 "endothelial"
"human4_lib1.final_cell_0362" 4 "ductal"
"human4_lib1.final_cell_0363" 4 "alpha"
"human4_lib1.final_cell_0364" 4 "ductal"
"human4_lib1.final_cell_0365" 4 "gamma"
"human4_lib1.final_cell_0366" 4 "beta"
"human4_lib1.final_cell_0367" 4 "activated_stellate"
"human4_lib1.final_cell_0368" 4 "beta"
"human4_lib1.final_cell_0369" 4 "alpha"
"human4_lib1.final_cell_0370" 4 "alpha"
"human4_lib1.final_cell_0371" 4 "activated_stellate"
"human4_lib1.final_cell_0372" 4 "ductal"
"human4_lib1.final_cell_0373" 4 "alpha"
"human4_lib1.final_cell_0374" 4 "beta"
"human4_lib1.final_cell_0375" 4 "beta"
"human4_lib1.final_cell_0376" 4 "alpha"
"human4_lib1.final_cell_0377" 4 "delta"
"human4_lib1.final_cell_0378" 4 "beta"
"human4_lib1.final_cell_0379" 4 "ductal"
"human4_lib1.final_cell_0380" 4 "beta"
"human4_lib1.final_cell_0381" 4 "beta"
"human4_lib1.final_cell_0382" 4 "beta"
"human4_lib1.final_cell_0383" 4 "beta"
"human4_lib1.final_cell_0384" 4 "alpha"
"human4_lib1.final_cell_0385" 4 "beta"
"human4_lib1.final_cell_0386" 4 "alpha"
"human4_lib1.final_cell_0387" 4 "delta"
"human4_lib1.final_cell_0388" 4 "gamma"
"human4_lib1.final_cell_0389" 4 "beta"
"human4_lib1.final_cell_0390" 4 "beta"
"human4_lib1.final_cell_0391" 4 "alpha"
"human4_lib1.final_cell_0392" 4 "alpha"
"human4_lib1.final_cell_0393" 4 "delta"
"human4_lib1.final_cell_0394" 4 "alpha"
"human4_lib1.final_cell_0395" 4 "gamma"
"human4_lib1.final_cell_0396" 4 "beta"
"human4_lib1.final_cell_0397" 4 "beta"
"human4_lib1.final_cell_0398" 4 "beta"
"human4_lib1.final_cell_0399" 4 "ductal"
"human4_lib1.final_cell_0400" 4 "activated_stellate"
"human4_lib1.final_cell_0401" 4 "beta"
"human4_lib1.final_cell_0402" 4 "ductal"
"human4_lib1.final_cell_0403" 4 "beta"
"human4_lib1.final_cell_0404" 4 "beta"
"human4_lib1.final_cell_0405" 4 "beta"
"human4_lib1.final_cell_0406" 4 "delta"
"human4_lib1.final_cell_0407" 4 "beta"
"human4_lib1.final_cell_0408" 4 "alpha"
"human4_lib1.final_cell_0409" 4 "beta"
"human4_lib1.final_cell_0410" 4 "beta"
"human4_lib1.final_cell_0411" 4 "beta"
"human4_lib1.final_cell_0412" 4 "beta"
"human4_lib1.final_cell_0413" 4 "ductal"
"human4_lib1.final_cell_0414" 4 "beta"
"human4_lib1.final_cell_0415" 4 "beta"
"human4_lib1.final_cell_0416" 4 "alpha"
"human4_lib1.final_cell_0417" 4 "beta"
"human4_lib1.final_cell_0418" 4 "beta"
"human4_lib1.final_cell_0419" 4 "delta"
"human4_lib1.final_cell_0420" 4 "ductal"
"human4_lib1.final_cell_0421" 4 "alpha"
"human4_lib1.final_cell_0422" 4 "ductal"
"human4_lib1.final_cell_0423" 4 "beta"
"human4_lib1.final_cell_0424" 4 "alpha"
"human4_lib1.final_cell_0425" 4 "endothelial"
"human4_lib1.final_cell_0426" 4 "beta"
"human4_lib1.final_cell_0427" 4 "beta"
"human4_lib1.final_cell_0428" 4 "alpha"
"human4_lib1.final_cell_0429" 4 "beta"
"human4_lib1.final_cell_0430" 4 "beta"
"human4_lib1.final_cell_0431" 4 "beta"
"human4_lib1.final_cell_0432" 4 "beta"
"human4_lib1.final_cell_0433" 4 "beta"
"human4_lib1.final_cell_0434" 4 "beta"
"human4_lib1.final_cell_0435" 4 "alpha"
"human4_lib1.final_cell_0436" 4 "beta"
"human4_lib1.final_cell_0437" 4 "beta"
"human4_lib1.final_cell_0438" 4 "ductal"
"human4_lib1.final_cell_0439" 4 "ductal"
"human4_lib1.final_cell_0440" 4 "activated_stellate"
"human4_lib1.final_cell_0441" 4 "alpha"
"human4_lib1.final_cell_0442" 4 "alpha"
"human4_lib1.final_cell_0443" 4 "alpha"
"human4_lib1.final_cell_0444" 4 "beta"
"human4_lib1.final_cell_0445" 4 "beta"
"human4_lib1.final_cell_0446" 4 "ductal"
"human4_lib1.final_cell_0447" 4 "activated_stellate"
"human4_lib1.final_cell_0448" 4 "alpha"
"human4_lib1.final_cell_0449" 4 "gamma"
"human4_lib1.final_cell_0450" 4 "quiescent_stellate"
"human4_lib1.final_cell_0451" 4 "beta"
"human4_lib1.final_cell_0452" 4 "ductal"
"human4_lib1.final_cell_0453" 4 "delta"
"human4_lib1.final_cell_0454" 4 "beta"
"human4_lib1.final_cell_0455" 4 "ductal"
"human4_lib1.final_cell_0456" 4 "beta"
"human4_lib1.final_cell_0457" 4 "alpha"
"human4_lib1.final_cell_0458" 4 "gamma"
"human4_lib1.final_cell_0459" 4 "beta"
"human4_lib1.final_cell_0460" 4 "alpha"
"human4_lib1.final_cell_0461" 4 "beta"
"human4_lib1.final_cell_0462" 4 "ductal"
"human4_lib1.final_cell_0463" 4 "beta"
"human4_lib1.final_cell_0464" 4 "gamma"
"human4_lib1.final_cell_0465" 4 "beta"
"human4_lib1.final_cell_0466" 4 "ductal"
"human4_lib1.final_cell_0467" 4 "beta"
"human4_lib1.final_cell_0468" 4 "ductal"
"human4_lib1.final_cell_0469" 4 "ductal"
"human4_lib1.final_cell_0470" 4 "gamma"
"human4_lib1.final_cell_0471" 4 "activated_stellate"
"human4_lib1.final_cell_0472" 4 "alpha"
"human4_lib1.final_cell_0473" 4 "alpha"
"human4_lib1.final_cell_0474" 4 "beta"
"human4_lib1.final_cell_0475" 4 "beta"
"human4_lib1.final_cell_0476" 4 "beta"
"human4_lib1.final_cell_0477" 4 "alpha"
"human4_lib1.final_cell_0478" 4 "beta"
"human4_lib1.final_cell_0479" 4 "alpha"
"human4_lib1.final_cell_0480" 4 "alpha"
"human4_lib1.final_cell_0481" 4 "alpha"
"human4_lib1.final_cell_0482" 4 "beta"
"human4_lib1.final_cell_0483" 4 "alpha"
"human4_lib1.final_cell_0484" 4 "gamma"
"human4_lib1.final_cell_0485" 4 "endothelial"
"human4_lib1.final_cell_0486" 4 "beta"
"human4_lib1.final_cell_0487" 4 "alpha"
"human4_lib1.final_cell_0488" 4 "gamma"
"human4_lib1.final_cell_0489" 4 "beta"
"human4_lib1.final_cell_0490" 4 "beta"
"human4_lib1.final_cell_0491" 4 "beta"
"human4_lib1.final_cell_0492" 4 "ductal"
"human4_lib1.final_cell_0493" 4 "activated_stellate"
"human4_lib1.final_cell_0494" 4 "delta"
"human4_lib1.final_cell_0495" 4 "activated_stellate"
"human4_lib1.final_cell_0496" 4 "ductal"
"human4_lib1.final_cell_0497" 4 "beta"
"human4_lib1.final_cell_0498" 4 "alpha"
"human4_lib1.final_cell_0499" 4 "beta"
"human4_lib1.final_cell_0500" 4 "beta"
"human4_lib1.final_cell_0501" 4 "beta"
"human4_lib1.final_cell_0502" 4 "beta"
"human4_lib1.final_cell_0503" 4 "beta"
"human4_lib1.final_cell_0504" 4 "beta"
"human4_lib1.final_cell_0505" 4 "gamma"
"human4_lib1.final_cell_0506" 4 "activated_stellate"
"human4_lib1.final_cell_0507" 4 "ductal"
"human4_lib1.final_cell_0508" 4 "alpha"
"human4_lib1.final_cell_0509" 4 "beta"
"human4_lib1.final_cell_0510" 4 "beta"
"human4_lib1.final_cell_0511" 4 "alpha"
"human4_lib1.final_cell_0512" 4 "beta"
"human4_lib1.final_cell_0513" 4 "beta"
"human4_lib1.final_cell_0514" 4 "beta"
"human4_lib1.final_cell_0515" 4 "beta"
"human4_lib1.final_cell_0516" 4 "beta"
"human4_lib1.final_cell_0517" 4 "gamma"
"human4_lib1.final_cell_0518" 4 "alpha"
"human4_lib1.final_cell_0519" 4 "alpha"
"human4_lib1.final_cell_0520" 4 "ductal"
"human4_lib1.final_cell_0521" 4 "beta"
"human4_lib1.final_cell_0522" 4 "beta"
"human4_lib1.final_cell_0523" 4 "beta"
"human4_lib1.final_cell_0524" 4 "beta"
"human4_lib1.final_cell_0525" 4 "beta"
"human4_lib1.final_cell_0526" 4 "ductal"
"human4_lib1.final_cell_0527" 4 "beta"
"human4_lib1.final_cell_0528" 4 "ductal"
"human4_lib1.final_cell_0529" 4 "beta"
"human4_lib1.final_cell_0530" 4 "delta"
"human4_lib1.final_cell_0531" 4 "beta"
"human4_lib1.final_cell_0532" 4 "beta"
"human4_lib1.final_cell_0533" 4 "delta"
"human4_lib1.final_cell_0534" 4 "ductal"
"human4_lib1.final_cell_0535" 4 "beta"
"human4_lib1.final_cell_0536" 4 "alpha"
"human4_lib1.final_cell_0537" 4 "beta"
"human4_lib1.final_cell_0538" 4 "beta"
"human4_lib1.final_cell_0539" 4 "beta"
"human4_lib1.final_cell_0540" 4 "ductal"
"human4_lib1.final_cell_0541" 4 "alpha"
"human4_lib1.final_cell_0542" 4 "beta"
"human4_lib1.final_cell_0543" 4 "beta"
"human4_lib1.final_cell_0544" 4 "ductal"
"human4_lib1.final_cell_0545" 4 "alpha"
"human4_lib1.final_cell_0546" 4 "beta"
"human4_lib1.final_cell_0547" 4 "alpha"
"human4_lib1.final_cell_0548" 4 "activated_stellate"
"human4_lib1.final_cell_0549" 4 "activated_stellate"
"human4_lib1.final_cell_0550" 4 "delta"
"human4_lib1.final_cell_0551" 4 "beta"
"human4_lib1.final_cell_0552" 4 "beta"
"human4_lib1.final_cell_0553" 4 "beta"
"human4_lib1.final_cell_0554" 4 "ductal"
"human4_lib1.final_cell_0555" 4 "beta"
"human4_lib1.final_cell_0556" 4 "ductal"
"human4_lib1.final_cell_0557" 4 "beta"
"human4_lib1.final_cell_0558" 4 "alpha"
"human4_lib1.final_cell_0559" 4 "ductal"
"human4_lib1.final_cell_0560" 4 "alpha"
"human4_lib1.final_cell_0561" 4 "gamma"
"human4_lib1.final_cell_0562" 4 "alpha"
"human4_lib1.final_cell_0563" 4 "beta"
"human4_lib1.final_cell_0564" 4 "ductal"
"human4_lib1.final_cell_0565" 4 "beta"
"human4_lib1.final_cell_0566" 4 "ductal"
"human4_lib1.final_cell_0567" 4 "beta"
"human4_lib1.final_cell_0568" 4 "t_cell"
"human4_lib1.final_cell_0569" 4 "alpha"
"human4_lib1.final_cell_0570" 4 "gamma"
"human4_lib1.final_cell_0571" 4 "delta"
"human4_lib1.final_cell_0572" 4 "endothelial"
"human4_lib1.final_cell_0573" 4 "alpha"
"human4_lib1.final_cell_0574" 4 "alpha"
"human4_lib1.final_cell_0575" 4 "gamma"
"human4_lib1.final_cell_0576" 4 "beta"
"human4_lib1.final_cell_0577" 4 "beta"
"human4_lib1.final_cell_0578" 4 "quiescent_stellate"
"human4_lib1.final_cell_0579" 4 "macrophage"
"human4_lib1.final_cell_0580" 4 "gamma"
"human4_lib1.final_cell_0581" 4 "alpha"
"human4_lib1.final_cell_0582" 4 "beta"
"human4_lib1.final_cell_0583" 4 "beta"
"human4_lib1.final_cell_0584" 4 "ductal"
"human4_lib1.final_cell_0585" 4 "ductal"
"human4_lib1.final_cell_0586" 4 "beta"
"human4_lib1.final_cell_0587" 4 "beta"
"human4_lib1.final_cell_0588" 4 "alpha"
"human4_lib1.final_cell_0589" 4 "beta"
"human4_lib1.final_cell_0590" 4 "ductal"
"human4_lib1.final_cell_0591" 4 "alpha"
"human4_lib1.final_cell_0592" 4 "ductal"
"human4_lib1.final_cell_0593" 4 "alpha"
"human4_lib1.final_cell_0594" 4 "activated_stellate"
"human4_lib1.final_cell_0595" 4 "ductal"
"human4_lib1.final_cell_0596" 4 "ductal"
"human4_lib1.final_cell_0597" 4 "beta"
"human4_lib1.final_cell_0598" 4 "beta"
"human4_lib1.final_cell_0599" 4 "ductal"
"human4_lib1.final_cell_0600" 4 "ductal"
"human4_lib1.final_cell_0601" 4 "ductal"
"human4_lib1.final_cell_0602" 4 "ductal"
"human4_lib3.final_cell_0001" 4 "beta"
"human4_lib3.final_cell_0002" 4 "delta"
"human4_lib3.final_cell_0003" 4 "delta"
"human4_lib3.final_cell_0004" 4 "beta"
"human4_lib3.final_cell_0005" 4 "ductal"
"human4_lib3.final_cell_0006" 4 "ductal"
"human4_lib3.final_cell_0007" 4 "beta"
"human4_lib3.final_cell_0008" 4 "ductal"
"human4_lib3.final_cell_0009" 4 "ductal"
"human4_lib3.final_cell_0010" 4 "beta"
"human4_lib3.final_cell_0011" 4 "ductal"
"human4_lib3.final_cell_0012" 4 "beta"
"human4_lib3.final_cell_0013" 4 "ductal"
"human4_lib3.final_cell_0014" 4 "ductal"
"human4_lib3.final_cell_0015" 4 "ductal"
"human4_lib3.final_cell_0016" 4 "beta"
"human4_lib3.final_cell_0017" 4 "ductal"
"human4_lib3.final_cell_0018" 4 "delta"
"human4_lib3.final_cell_0019" 4 "alpha"
"human4_lib3.final_cell_0020" 4 "ductal"
"human4_lib3.final_cell_0021" 4 "ductal"
"human4_lib3.final_cell_0022" 4 "ductal"
"human4_lib3.final_cell_0023" 4 "activated_stellate"
"human4_lib3.final_cell_0024" 4 "beta"
"human4_lib3.final_cell_0025" 4 "beta"
"human4_lib3.final_cell_0026" 4 "delta"
"human4_lib3.final_cell_0027" 4 "beta"
"human4_lib3.final_cell_0028" 4 "ductal"
"human4_lib3.final_cell_0029" 4 "beta"
"human4_lib3.final_cell_0030" 4 "delta"
"human4_lib3.final_cell_0031" 4 "ductal"
"human4_lib3.final_cell_0032" 4 "alpha"
"human4_lib3.final_cell_0033" 4 "delta"
"human4_lib3.final_cell_0034" 4 "beta"
"human4_lib3.final_cell_0035" 4 "ductal"
"human4_lib3.final_cell_0036" 4 "delta"
"human4_lib3.final_cell_0037" 4 "beta"
"human4_lib3.final_cell_0038" 4 "ductal"
"human4_lib3.final_cell_0039" 4 "delta"
"human4_lib3.final_cell_0040" 4 "beta"
"human4_lib3.final_cell_0041" 4 "beta"
"human4_lib3.final_cell_0042" 4 "beta"
"human4_lib3.final_cell_0043" 4 "ductal"
"human4_lib3.final_cell_0044" 4 "ductal"
"human4_lib3.final_cell_0045" 4 "ductal"
"human4_lib3.final_cell_0046" 4 "ductal"
"human4_lib3.final_cell_0047" 4 "delta"
"human4_lib3.final_cell_0048" 4 "alpha"
"human4_lib3.final_cell_0049" 4 "ductal"
"human4_lib3.final_cell_0050" 4 "delta"
"human4_lib3.final_cell_0051" 4 "beta"
"human4_lib3.final_cell_0052" 4 "beta"
"human4_lib3.final_cell_0053" 4 "delta"
"human4_lib3.final_cell_0054" 4 "ductal"
"human4_lib3.final_cell_0055" 4 "ductal"
"human4_lib3.final_cell_0056" 4 "delta"
"human4_lib3.final_cell_0057" 4 "ductal"
"human4_lib3.final_cell_0058" 4 "delta"
"human4_lib3.final_cell_0059" 4 "activated_stellate"
"human4_lib3.final_cell_0060" 4 "alpha"
"human4_lib3.final_cell_0061" 4 "beta"
"human4_lib3.final_cell_0062" 4 "ductal"
"human4_lib3.final_cell_0063" 4 "ductal"
"human4_lib3.final_cell_0064" 4 "macrophage"
"human4_lib3.final_cell_0065" 4 "beta"
"human4_lib3.final_cell_0066" 4 "beta"
"human4_lib3.final_cell_0067" 4 "beta"
"human4_lib3.final_cell_0068" 4 "beta"
"human4_lib3.final_cell_0069" 4 "ductal"
"human4_lib3.final_cell_0070" 4 "delta"
"human4_lib3.final_cell_0071" 4 "ductal"
"human4_lib3.final_cell_0072" 4 "activated_stellate"
"human4_lib3.final_cell_0073" 4 "alpha"
"human4_lib3.final_cell_0074" 4 "delta"
"human4_lib3.final_cell_0075" 4 "ductal"
"human4_lib3.final_cell_0076" 4 "ductal"
"human4_lib3.final_cell_0077" 4 "beta"
"human4_lib3.final_cell_0078" 4 "beta"
"human4_lib3.final_cell_0079" 4 "ductal"
"human4_lib3.final_cell_0080" 4 "delta"
"human4_lib3.final_cell_0081" 4 "beta"
"human4_lib3.final_cell_0082" 4 "alpha"
"human4_lib3.final_cell_0083" 4 "delta"
"human4_lib3.final_cell_0084" 4 "gamma"
"human4_lib3.final_cell_0085" 4 "beta"
"human4_lib3.final_cell_0086" 4 "ductal"
"human4_lib3.final_cell_0087" 4 "alpha"
"human4_lib3.final_cell_0088" 4 "alpha"
"human4_lib3.final_cell_0089" 4 "beta"
"human4_lib3.final_cell_0090" 4 "activated_stellate"
"human4_lib3.final_cell_0091" 4 "beta"
"human4_lib3.final_cell_0092" 4 "beta"
"human4_lib3.final_cell_0093" 4 "delta"
"human4_lib3.final_cell_0094" 4 "beta"
"human4_lib3.final_cell_0095" 4 "alpha"
"human4_lib3.final_cell_0096" 4 "ductal"
"human4_lib3.final_cell_0097" 4 "beta"
"human4_lib3.final_cell_0098" 4 "alpha"
"human4_lib3.final_cell_0099" 4 "beta"
"human4_lib3.final_cell_0100" 4 "ductal"
"human4_lib3.final_cell_0101" 4 "beta"
"human4_lib3.final_cell_0102" 4 "alpha"
"human4_lib3.final_cell_0103" 4 "beta"
"human4_lib3.final_cell_0104" 4 "ductal"
"human4_lib3.final_cell_0105" 4 "beta"
"human4_lib3.final_cell_0106" 4 "ductal"
"human4_lib3.final_cell_0107" 4 "delta"
"human4_lib3.final_cell_0108" 4 "beta"
"human4_lib3.final_cell_0109" 4 "alpha"
"human4_lib3.final_cell_0110" 4 "delta"
"human4_lib3.final_cell_0111" 4 "delta"
"human4_lib3.final_cell_0112" 4 "beta"
"human4_lib3.final_cell_0113" 4 "ductal"
"human4_lib3.final_cell_0114" 4 "alpha"
"human4_lib3.final_cell_0115" 4 "delta"
"human4_lib3.final_cell_0116" 4 "beta"
"human4_lib3.final_cell_0117" 4 "beta"
"human4_lib3.final_cell_0118" 4 "alpha"
"human4_lib3.final_cell_0119" 4 "quiescent_stellate"
"human4_lib3.final_cell_0120" 4 "alpha"
"human4_lib3.final_cell_0121" 4 "beta"
"human4_lib3.final_cell_0122" 4 "activated_stellate"
"human4_lib3.final_cell_0123" 4 "ductal"
"human4_lib3.final_cell_0124" 4 "alpha"
"human4_lib3.final_cell_0125" 4 "ductal"
"human4_lib3.final_cell_0126" 4 "beta"
"human4_lib3.final_cell_0127" 4 "alpha"
"human4_lib3.final_cell_0128" 4 "alpha"
"human4_lib3.final_cell_0129" 4 "ductal"
"human4_lib3.final_cell_0130" 4 "ductal"
"human4_lib3.final_cell_0131" 4 "ductal"
"human4_lib3.final_cell_0132" 4 "alpha"
"human4_lib3.final_cell_0133" 4 "alpha"
"human4_lib3.final_cell_0134" 4 "alpha"
"human4_lib3.final_cell_0135" 4 "beta"
"human4_lib3.final_cell_0136" 4 "beta"
"human4_lib3.final_cell_0137" 4 "delta"
"human4_lib3.final_cell_0138" 4 "ductal"
"human4_lib3.final_cell_0139" 4 "beta"
"human4_lib3.final_cell_0140" 4 "beta"
"human4_lib3.final_cell_0141" 4 "ductal"
"human4_lib3.final_cell_0142" 4 "beta"
"human4_lib3.final_cell_0143" 4 "beta"
"human4_lib3.final_cell_0144" 4 "ductal"
"human4_lib3.final_cell_0145" 4 "gamma"
"human4_lib3.final_cell_0146" 4 "ductal"
"human4_lib3.final_cell_0147" 4 "alpha"
"human4_lib3.final_cell_0148" 4 "delta"
"human4_lib3.final_cell_0149" 4 "beta"
"human4_lib3.final_cell_0150" 4 "beta"
"human4_lib3.final_cell_0151" 4 "beta"
"human4_lib3.final_cell_0152" 4 "beta"
"human4_lib3.final_cell_0153" 4 "alpha"
"human4_lib3.final_cell_0154" 4 "delta"
"human4_lib3.final_cell_0155" 4 "beta"
"human4_lib3.final_cell_0156" 4 "beta"
"human4_lib3.final_cell_0157" 4 "beta"
"human4_lib3.final_cell_0158" 4 "ductal"
"human4_lib3.final_cell_0159" 4 "ductal"
"human4_lib3.final_cell_0160" 4 "ductal"
"human4_lib3.final_cell_0161" 4 "delta"
"human4_lib3.final_cell_0162" 4 "beta"
"human4_lib3.final_cell_0163" 4 "alpha"
"human4_lib3.final_cell_0164" 4 "alpha"
"human4_lib3.final_cell_0165" 4 "delta"
"human4_lib3.final_cell_0166" 4 "ductal"
"human4_lib3.final_cell_0167" 4 "ductal"
"human4_lib3.final_cell_0168" 4 "beta"
"human4_lib3.final_cell_0169" 4 "beta"
"human4_lib3.final_cell_0170" 4 "alpha"
"human4_lib3.final_cell_0171" 4 "gamma"
"human4_lib3.final_cell_0172" 4 "beta"
"human4_lib3.final_cell_0173" 4 "alpha"
"human4_lib3.final_cell_0174" 4 "delta"
"human4_lib3.final_cell_0175" 4 "alpha"
"human4_lib3.final_cell_0176" 4 "beta"
"human4_lib3.final_cell_0177" 4 "delta"
"human4_lib3.final_cell_0178" 4 "ductal"
"human4_lib3.final_cell_0179" 4 "ductal"
"human4_lib3.final_cell_0180" 4 "beta"
"human4_lib3.final_cell_0181" 4 "ductal"
"human4_lib3.final_cell_0182" 4 "beta"
"human4_lib3.final_cell_0183" 4 "alpha"
"human4_lib3.final_cell_0184" 4 "alpha"
"human4_lib3.final_cell_0185" 4 "ductal"
"human4_lib3.final_cell_0186" 4 "beta"
"human4_lib3.final_cell_0187" 4 "gamma"
"human4_lib3.final_cell_0188" 4 "alpha"
"human4_lib3.final_cell_0189" 4 "beta"
"human4_lib3.final_cell_0190" 4 "delta"
"human4_lib3.final_cell_0191" 4 "ductal"
"human4_lib3.final_cell_0192" 4 "beta"
"human4_lib3.final_cell_0193" 4 "alpha"
"human4_lib3.final_cell_0194" 4 "ductal"
"human4_lib3.final_cell_0195" 4 "alpha"
"human4_lib3.final_cell_0196" 4 "gamma"
"human4_lib3.final_cell_0197" 4 "beta"
"human4_lib3.final_cell_0198" 4 "beta"
"human4_lib3.final_cell_0199" 4 "beta"
"human4_lib3.final_cell_0200" 4 "ductal"
"human4_lib3.final_cell_0201" 4 "ductal"
"human4_lib3.final_cell_0202" 4 "beta"
"human4_lib3.final_cell_0203" 4 "gamma"
"human4_lib3.final_cell_0204" 4 "ductal"
"human4_lib3.final_cell_0205" 4 "alpha"
"human4_lib3.final_cell_0206" 4 "activated_stellate"
"human4_lib3.final_cell_0207" 4 "ductal"
"human4_lib3.final_cell_0208" 4 "gamma"
"human4_lib3.final_cell_0209" 4 "ductal"
"human4_lib3.final_cell_0210" 4 "alpha"
"human4_lib3.final_cell_0211" 4 "activated_stellate"
"human4_lib3.final_cell_0212" 4 "alpha"
"human4_lib3.final_cell_0213" 4 "beta"
"human4_lib3.final_cell_0214" 4 "beta"
"human4_lib3.final_cell_0215" 4 "macrophage"
"human4_lib3.final_cell_0216" 4 "ductal"
"human4_lib3.final_cell_0217" 4 "alpha"
"human4_lib3.final_cell_0218" 4 "delta"
"human4_lib3.final_cell_0219" 4 "beta"
"human4_lib3.final_cell_0220" 4 "ductal"
"human4_lib3.final_cell_0221" 4 "ductal"
"human4_lib3.final_cell_0222" 4 "ductal"
"human4_lib3.final_cell_0223" 4 "beta"
"human4_lib3.final_cell_0224" 4 "delta"
"human4_lib3.final_cell_0225" 4 "beta"
"human4_lib3.final_cell_0226" 4 "alpha"
"human4_lib3.final_cell_0227" 4 "ductal"
"human4_lib3.final_cell_0228" 4 "beta"
"human4_lib3.final_cell_0229" 4 "ductal"
"human4_lib3.final_cell_0230" 4 "activated_stellate"
"human4_lib3.final_cell_0231" 4 "alpha"
"human4_lib3.final_cell_0232" 4 "beta"
"human4_lib3.final_cell_0233" 4 "delta"
"human4_lib3.final_cell_0234" 4 "beta"
"human4_lib3.final_cell_0235" 4 "beta"
"human4_lib3.final_cell_0236" 4 "delta"
"human4_lib3.final_cell_0237" 4 "beta"
"human4_lib3.final_cell_0238" 4 "alpha"
"human4_lib3.final_cell_0239" 4 "alpha"
"human4_lib3.final_cell_0240" 4 "alpha"
"human4_lib3.final_cell_0241" 4 "ductal"
"human4_lib3.final_cell_0242" 4 "alpha"
"human4_lib3.final_cell_0243" 4 "alpha"
"human4_lib3.final_cell_0244" 4 "beta"
"human4_lib3.final_cell_0245" 4 "ductal"
"human4_lib3.final_cell_0246" 4 "ductal"
"human4_lib3.final_cell_0247" 4 "ductal"
"human4_lib3.final_cell_0248" 4 "alpha"
"human4_lib3.final_cell_0249" 4 "beta"
"human4_lib3.final_cell_0250" 4 "delta"
"human4_lib3.final_cell_0251" 4 "beta"
"human4_lib3.final_cell_0252" 4 "ductal"
"human4_lib3.final_cell_0253" 4 "beta"
"human4_lib3.final_cell_0254" 4 "ductal"
"human4_lib3.final_cell_0255" 4 "beta"
"human4_lib3.final_cell_0256" 4 "alpha"
"human4_lib3.final_cell_0257" 4 "beta"
"human4_lib3.final_cell_0258" 4 "beta"
"human4_lib3.final_cell_0259" 4 "ductal"
"human4_lib3.final_cell_0260" 4 "activated_stellate"
"human4_lib3.final_cell_0261" 4 "ductal"
"human4_lib3.final_cell_0262" 4 "beta"
"human4_lib3.final_cell_0263" 4 "ductal"
